"id";"spending_ids/id";"plan_line_ids/id";"name";"target_ids/id";"year"
"";"itb_plan_spending_625";"";"";"";""
"";"itb_plan_spending_626";"";"";"";""
"";"itb_plan_spending_627";"";"";"";""
"";"itb_plan_spending_628";"";"";"";""
"";"itb_plan_spending_629";"";"";"";""
"";"itb_plan_spending_630";"";"";"";""
"";"itb_plan_spending_631";"";"";"";""
"";"itb_plan_spending_632";"";"";"";""
"";"itb_plan_spending_633";"";"";"";""
"";"itb_plan_spending_634";"";"";"";""
"";"itb_plan_spending_635";"";"";"";""
"";"itb_plan_spending_636";"";"";"";""
"";"itb_plan_spending_637";"";"";"";""
"";"itb_plan_spending_638";"";"";"";""
"";"itb_plan_spending_639";"";"";"";""
"";"itb_plan_spending_640";"";"";"";""
"";"itb_plan_spending_641";"";"";"";""
"";"itb_plan_spending_642";"";"";"";""
"";"itb_plan_spending_643";"";"";"";""
"";"itb_plan_spending_644";"";"";"";""
"";"itb_plan_spending_645";"";"";"";""
"";"itb_plan_spending_646";"";"";"";""
"";"itb_plan_spending_647";"";"";"";""
"";"itb_plan_spending_648";"";"";"";""
"";"itb_plan_spending_649";"";"";"";""
"";"itb_plan_spending_650";"";"";"";""
"";"itb_plan_spending_651";"";"";"";""
"";"itb_plan_spending_652";"";"";"";""
"";"itb_plan_spending_653";"";"";"";""
"";"itb_plan_spending_654";"";"";"";""
"";"itb_plan_spending_655";"";"";"";""
"";"itb_plan_spending_656";"";"";"";""
"";"itb_plan_spending_657";"";"";"";""
"";"itb_plan_spending_658";"";"";"";""
"";"itb_plan_spending_659";"";"";"";""
"";"itb_plan_spending_660";"";"";"";""
"";"itb_plan_spending_661";"";"";"";""
"";"itb_plan_spending_662";"";"";"";""
"";"itb_plan_spending_663";"";"";"";""
"";"itb_plan_spending_664";"";"";"";""
"";"itb_plan_spending_665";"";"";"";""
"";"itb_plan_spending_666";"";"";"";""
"";"itb_plan_spending_667";"";"";"";""
"";"itb_plan_spending_668";"";"";"";""
"";"itb_plan_spending_669";"";"";"";""
"";"itb_plan_spending_670";"";"";"";""
"";"itb_plan_spending_671";"";"";"";""
"";"itb_plan_spending_672";"";"";"";""
"";"itb_plan_spending_673";"";"";"";""
"";"itb_plan_spending_674";"";"";"";""
"";"itb_plan_spending_675";"";"";"";""
"";"itb_plan_spending_676";"";"";"";""
"";"itb_plan_spending_677";"";"";"";""
"";"itb_plan_spending_678";"";"";"";""
"";"itb_plan_spending_679";"";"";"";""
"";"itb_plan_spending_680";"";"";"";""
"";"itb_plan_spending_681";"";"";"";""
"";"itb_plan_spending_682";"";"";"";""
"";"itb_plan_spending_683";"";"";"";""
"";"itb_plan_spending_684";"";"";"";""
"";"itb_plan_spending_685";"";"";"";""
"";"itb_plan_spending_686";"";"";"";""
"";"itb_plan_spending_687";"";"";"";""
"";"itb_plan_spending_688";"";"";"";""
"";"itb_plan_spending_689";"";"";"";""
"";"itb_plan_spending_690";"";"";"";""
"";"itb_plan_spending_691";"";"";"";""
"";"itb_plan_spending_692";"";"";"";""
"";"itb_plan_spending_693";"";"";"";""
"";"itb_plan_spending_694";"";"";"";""
"";"itb_plan_spending_695";"";"";"";""
"";"itb_plan_spending_696";"";"";"";""
"";"itb_plan_spending_697";"";"";"";""
"";"itb_plan_spending_698";"";"";"";""
"";"itb_plan_spending_699";"";"";"";""
"";"itb_plan_spending_700";"";"";"";""
"";"itb_plan_spending_701";"";"";"";""
"";"itb_plan_spending_702";"";"";"";""
"";"itb_plan_spending_703";"";"";"";""
"";"itb_plan_spending_704";"";"";"";""
"";"itb_plan_spending_705";"";"";"";""
"";"itb_plan_spending_706";"";"";"";""
"";"itb_plan_spending_707";"";"";"";""
"";"itb_plan_spending_708";"";"";"";""
"";"itb_plan_spending_709";"";"";"";""
"";"itb_plan_spending_710";"";"";"";""
"";"itb_plan_spending_711";"";"";"";""
"";"itb_plan_spending_712";"";"";"";""
"";"itb_plan_spending_713";"";"";"";""
"";"itb_plan_spending_714";"";"";"";""
"";"itb_plan_spending_715";"";"";"";""
"";"itb_plan_spending_716";"";"";"";""
"";"itb_plan_spending_717";"";"";"";""
"";"itb_plan_spending_718";"";"";"";""
"";"itb_plan_spending_719";"";"";"";""
"";"itb_plan_spending_720";"";"";"";""
"";"itb_plan_spending_721";"";"";"";""
"";"itb_plan_spending_722";"";"";"";""
"";"itb_plan_spending_723";"";"";"";""
"";"itb_plan_spending_724";"";"";"";""
"";"itb_plan_spending_725";"";"";"";""
"";"itb_plan_spending_726";"";"";"";""
"";"itb_plan_spending_727";"";"";"";""
"";"itb_plan_spending_728";"";"";"";""
"";"itb_plan_spending_729";"";"";"";""
"";"itb_plan_spending_730";"";"";"";""
"";"itb_plan_spending_731";"";"";"";""
"";"itb_plan_spending_732";"";"";"";""
"";"itb_plan_spending_733";"";"";"";""
"";"itb_plan_spending_734";"";"";"";""
"";"itb_plan_spending_735";"";"";"";""
"";"itb_plan_spending_736";"";"";"";""
"";"itb_plan_spending_737";"";"";"";""
"";"itb_plan_spending_738";"";"";"";""
"";"itb_plan_spending_739";"";"";"";""
"";"itb_plan_spending_740";"";"";"";""
"";"itb_plan_spending_741";"";"";"";""
"";"itb_plan_spending_742";"";"";"";""
"";"itb_plan_spending_743";"";"";"";""
"";"itb_plan_spending_744";"";"";"";""
"";"itb_plan_spending_745";"";"";"";""
"";"itb_plan_spending_746";"";"";"";""
"";"itb_plan_spending_747";"";"";"";""
"";"itb_plan_spending_748";"";"";"";""
"";"itb_plan_spending_749";"";"";"";""
"";"itb_plan_spending_750";"";"";"";""
"";"itb_plan_spending_751";"";"";"";""
"";"itb_plan_spending_752";"";"";"";""
"";"itb_plan_spending_753";"";"";"";""
"";"itb_plan_spending_754";"";"";"";""
"";"itb_plan_spending_755";"";"";"";""
"";"itb_plan_spending_756";"";"";"";""
"";"itb_plan_spending_757";"";"";"";""
"";"itb_plan_spending_758";"";"";"";""
"";"itb_plan_spending_759";"";"";"";""
"";"itb_plan_spending_760";"";"";"";""
"";"itb_plan_spending_761";"";"";"";""
"";"itb_plan_spending_762";"";"";"";""
"";"itb_plan_spending_763";"";"";"";""
"";"itb_plan_spending_764";"";"";"";""
"";"itb_plan_spending_765";"";"";"";""
"";"itb_plan_spending_766";"";"";"";""
"";"itb_plan_spending_767";"";"";"";""
"";"itb_plan_spending_768";"";"";"";""
"";"itb_plan_spending_769";"";"";"";""
"";"itb_plan_spending_770";"";"";"";""
"";"itb_plan_spending_771";"";"";"";""
"";"itb_plan_spending_772";"";"";"";""
"";"itb_plan_spending_773";"";"";"";""
"";"itb_plan_spending_774";"";"";"";""
"";"itb_plan_spending_775";"";"";"";""
"";"itb_plan_spending_776";"";"";"";""
"";"itb_plan_spending_777";"";"";"";""
"";"itb_plan_spending_778";"";"";"";""
"";"itb_plan_spending_779";"";"";"";""
"";"itb_plan_spending_780";"";"";"";""
"";"itb_plan_spending_781";"";"";"";""
"";"itb_plan_spending_782";"";"";"";""
"";"itb_plan_spending_783";"";"";"";""
"";"itb_plan_spending_784";"";"";"";""
"";"itb_plan_spending_785";"";"";"";""
"";"itb_plan_spending_786";"";"";"";""
"";"itb_plan_spending_787";"";"";"";""
"";"itb_plan_spending_788";"";"";"";""
"";"itb_plan_spending_789";"";"";"";""
"";"itb_plan_spending_790";"";"";"";""
"";"itb_plan_spending_791";"";"";"";""
"";"itb_plan_spending_792";"";"";"";""
"";"itb_plan_spending_793";"";"";"";""
"";"itb_plan_spending_794";"";"";"";""
"";"itb_plan_spending_795";"";"";"";""
"";"itb_plan_spending_796";"";"";"";""
"";"itb_plan_spending_797";"";"";"";""
"";"itb_plan_spending_798";"";"";"";""
"";"itb_plan_spending_799";"";"";"";""
"";"itb_plan_spending_800";"";"";"";""
"";"itb_plan_spending_801";"";"";"";""
"";"itb_plan_spending_802";"";"";"";""
"";"itb_plan_spending_803";"";"";"";""
"";"itb_plan_spending_804";"";"";"";""
"";"itb_plan_spending_805";"";"";"";""
"";"itb_plan_spending_806";"";"";"";""
"";"itb_plan_spending_807";"";"";"";""
"";"itb_plan_spending_808";"";"";"";""
"";"itb_plan_spending_809";"";"";"";""
"";"itb_plan_spending_810";"";"";"";""
"";"itb_plan_spending_811";"";"";"";""
"";"itb_plan_spending_812";"";"";"";""
"";"itb_plan_spending_813";"";"";"";""
"";"itb_plan_spending_814";"";"";"";""
"";"itb_plan_spending_815";"";"";"";""
"";"itb_plan_spending_816";"";"";"";""
"";"itb_plan_spending_817";"";"";"";""
"";"itb_plan_spending_818";"";"";"";""
"";"itb_plan_spending_819";"";"";"";""
"";"itb_plan_spending_820";"";"";"";""
"";"itb_plan_spending_821";"";"";"";""
"";"itb_plan_spending_822";"";"";"";""
"";"itb_plan_spending_823";"";"";"";""
"";"itb_plan_spending_824";"";"";"";""
"";"itb_plan_spending_825";"";"";"";""
"";"itb_plan_spending_826";"";"";"";""
"";"itb_plan_spending_827";"";"";"";""
"";"itb_plan_spending_828";"";"";"";""
"";"itb_plan_spending_829";"";"";"";""
"";"itb_plan_spending_830";"";"";"";""
"";"itb_plan_spending_831";"";"";"";""
"";"itb_plan_spending_832";"";"";"";""
"";"itb_plan_spending_833";"";"";"";""
"";"itb_plan_spending_834";"";"";"";""
"";"itb_plan_spending_835";"";"";"";""
"";"itb_plan_spending_836";"";"";"";""
"";"itb_plan_spending_837";"";"";"";""
"";"itb_plan_spending_838";"";"";"";""
"";"itb_plan_spending_839";"";"";"";""
"";"itb_plan_spending_840";"";"";"";""
"";"itb_plan_spending_841";"";"";"";""
"";"itb_plan_spending_842";"";"";"";""
"";"itb_plan_spending_843";"";"";"";""
"";"itb_plan_spending_844";"";"";"";""
"";"itb_plan_spending_845";"";"";"";""
"";"itb_plan_spending_846";"";"";"";""
"";"itb_plan_spending_847";"";"";"";""
"";"itb_plan_spending_848";"";"";"";""
"";"itb_plan_spending_849";"";"";"";""
"";"itb_plan_spending_850";"";"";"";""
"";"itb_plan_spending_851";"";"";"";""
"";"itb_plan_spending_852";"";"";"";""
"";"itb_plan_spending_853";"";"";"";""
"";"itb_plan_spending_854";"";"";"";""
"";"itb_plan_spending_855";"";"";"";""
"";"itb_plan_spending_856";"";"";"";""
"";"itb_plan_spending_857";"";"";"";""
"";"itb_plan_spending_858";"";"";"";""
"";"itb_plan_spending_859";"";"";"";""
"";"itb_plan_spending_860";"";"";"";""
"";"itb_plan_spending_861";"";"";"";""
"";"itb_plan_spending_862";"";"";"";""
"";"itb_plan_spending_863";"";"";"";""
"";"itb_plan_spending_864";"";"";"";""
"";"itb_plan_spending_865";"";"";"";""
"";"itb_plan_spending_866";"";"";"";""
"";"itb_plan_spending_867";"";"";"";""
"";"itb_plan_spending_868";"";"";"";""
"";"itb_plan_spending_869";"";"";"";""
"";"itb_plan_spending_870";"";"";"";""
"";"itb_plan_spending_871";"";"";"";""
"";"itb_plan_spending_872";"";"";"";""
"";"itb_plan_spending_873";"";"";"";""
"";"itb_plan_spending_874";"";"";"";""
"";"itb_plan_spending_875";"";"";"";""
"";"itb_plan_spending_876";"";"";"";""
"";"itb_plan_spending_877";"";"";"";""
"";"itb_plan_spending_878";"";"";"";""
"";"itb_plan_spending_879";"";"";"";""
"";"itb_plan_spending_880";"";"";"";""
"";"itb_plan_spending_881";"";"";"";""
"";"itb_plan_spending_882";"";"";"";""
"";"itb_plan_spending_883";"";"";"";""
"";"itb_plan_spending_884";"";"";"";""
"";"itb_plan_spending_885";"";"";"";""
"";"itb_plan_spending_886";"";"";"";""
"";"itb_plan_spending_887";"";"";"";""
"";"itb_plan_spending_888";"";"";"";""
"";"itb_plan_spending_889";"";"";"";""
"";"itb_plan_spending_890";"";"";"";""
"";"itb_plan_spending_891";"";"";"";""
"";"itb_plan_spending_892";"";"";"";""
"";"itb_plan_spending_893";"";"";"";""
"";"itb_plan_spending_894";"";"";"";""
"";"itb_plan_spending_895";"";"";"";""
"";"itb_plan_spending_896";"";"";"";""
"";"itb_plan_spending_897";"";"";"";""
"";"itb_plan_spending_898";"";"";"";""
"";"itb_plan_spending_899";"";"";"";""
"";"itb_plan_spending_900";"";"";"";""
"";"itb_plan_spending_901";"";"";"";""
"";"itb_plan_spending_902";"";"";"";""
"";"itb_plan_spending_903";"";"";"";""
"";"itb_plan_spending_904";"";"";"";""
"";"itb_plan_spending_905";"";"";"";""
"";"itb_plan_spending_906";"";"";"";""
"";"itb_plan_spending_907";"";"";"";""
"";"itb_plan_spending_908";"";"";"";""
"";"itb_plan_spending_909";"";"";"";""
"";"itb_plan_spending_910";"";"";"";""
"";"itb_plan_spending_911";"";"";"";""
"";"itb_plan_spending_912";"";"";"";""
"";"itb_plan_spending_913";"";"";"";""
"";"itb_plan_spending_914";"";"";"";""
"";"itb_plan_spending_915";"";"";"";""
"";"itb_plan_spending_916";"";"";"";""
"";"itb_plan_spending_917";"";"";"";""
"";"itb_plan_spending_918";"";"";"";""
"";"itb_plan_spending_919";"";"";"";""
"";"itb_plan_spending_920";"";"";"";""
"";"itb_plan_spending_921";"";"";"";""
"";"itb_plan_spending_922";"";"";"";""
"";"itb_plan_spending_923";"";"";"";""
"";"itb_plan_spending_924";"";"";"";""
"";"itb_plan_spending_925";"";"";"";""
"";"itb_plan_spending_926";"";"";"";""
"";"itb_plan_spending_927";"";"";"";""
"";"itb_plan_spending_928";"";"";"";""
"";"itb_plan_spending_929";"";"";"";""
"";"itb_plan_spending_930";"";"";"";""
"";"itb_plan_spending_931";"";"";"";""
"";"itb_plan_spending_932";"";"";"";""
"";"itb_plan_spending_933";"";"";"";""
"";"itb_plan_spending_934";"";"";"";""
"";"itb_plan_spending_935";"";"";"";""
"";"itb_plan_spending_936";"";"";"";""
"";"itb_plan_spending_937";"";"";"";""
"";"itb_plan_spending_938";"";"";"";""
"";"itb_plan_spending_939";"";"";"";""
"";"itb_plan_spending_940";"";"";"";""
"";"itb_plan_spending_941";"";"";"";""
"";"itb_plan_spending_942";"";"";"";""
"";"itb_plan_spending_943";"";"";"";""
"";"itb_plan_spending_944";"";"";"";""
"";"itb_plan_spending_945";"";"";"";""
"";"itb_plan_spending_946";"";"";"";""
"";"itb_plan_spending_947";"";"";"";""
"";"itb_plan_spending_948";"";"";"";""
"";"itb_plan_spending_949";"";"";"";""
"";"itb_plan_spending_950";"";"";"";""
"";"itb_plan_spending_951";"";"";"";""
"";"itb_plan_spending_952";"";"";"";""
"";"itb_plan_spending_953";"";"";"";""
"";"itb_plan_spending_954";"";"";"";""
"";"itb_plan_spending_955";"";"";"";""
"";"itb_plan_spending_956";"";"";"";""
"";"itb_plan_spending_957";"";"";"";""
"";"itb_plan_spending_958";"";"";"";""
"";"itb_plan_spending_959";"";"";"";""
"";"itb_plan_spending_960";"";"";"";""
"";"itb_plan_spending_961";"";"";"";""
"";"itb_plan_spending_962";"";"";"";""
"";"itb_plan_spending_963";"";"";"";""
"";"itb_plan_spending_964";"";"";"";""
"";"itb_plan_spending_965";"";"";"";""
"";"itb_plan_spending_966";"";"";"";""
"";"itb_plan_spending_967";"";"";"";""
"";"itb_plan_spending_968";"";"";"";""
"";"itb_plan_spending_969";"";"";"";""
"";"itb_plan_spending_970";"";"";"";""
"";"itb_plan_spending_971";"";"";"";""
"";"itb_plan_spending_972";"";"";"";""
"";"itb_plan_spending_973";"";"";"";""
"";"itb_plan_spending_974";"";"";"";""
"";"itb_plan_spending_975";"";"";"";""
"";"itb_plan_spending_976";"";"";"";""
"";"itb_plan_spending_977";"";"";"";""
"";"itb_plan_spending_978";"";"";"";""
"";"itb_plan_spending_979";"";"";"";""
"";"itb_plan_spending_980";"";"";"";""
"";"itb_plan_spending_981";"";"";"";""
"";"itb_plan_spending_982";"";"";"";""
"";"itb_plan_spending_983";"";"";"";""
"";"itb_plan_spending_984";"";"";"";""
"";"itb_plan_spending_985";"";"";"";""
"";"itb_plan_spending_986";"";"";"";""
"";"itb_plan_spending_987";"";"";"";""
"";"itb_plan_spending_988";"";"";"";""
"";"itb_plan_spending_989";"";"";"";""
"";"itb_plan_spending_990";"";"";"";""
"";"itb_plan_spending_991";"";"";"";""
"";"itb_plan_spending_992";"";"";"";""
"";"itb_plan_spending_993";"";"";"";""
"";"itb_plan_spending_994";"";"";"";""
"";"itb_plan_spending_995";"";"";"";""
"";"itb_plan_spending_996";"";"";"";""
"";"itb_plan_spending_997";"";"";"";""
"";"itb_plan_spending_998";"";"";"";""
"";"itb_plan_spending_999";"";"";"";""
"";"itb_plan_spending_1000";"";"";"";""
"";"itb_plan_spending_1001";"";"";"";""
"";"itb_plan_spending_1002";"";"";"";""
"";"itb_plan_spending_1003";"";"";"";""
"";"itb_plan_spending_1004";"";"";"";""
"";"itb_plan_spending_1005";"";"";"";""
"";"itb_plan_spending_1006";"";"";"";""
"";"itb_plan_spending_1007";"";"";"";""
"";"itb_plan_spending_1008";"";"";"";""
"";"itb_plan_spending_1009";"";"";"";""
"";"itb_plan_spending_1010";"";"";"";""
"";"itb_plan_spending_1011";"";"";"";""
"";"itb_plan_spending_1012";"";"";"";""
"";"itb_plan_spending_1013";"";"";"";""
"";"itb_plan_spending_1014";"";"";"";""
"";"itb_plan_spending_1015";"";"";"";""
"";"itb_plan_spending_1016";"";"";"";""
"";"itb_plan_spending_1017";"";"";"";""
"";"itb_plan_spending_1018";"";"";"";""
"";"itb_plan_spending_1019";"";"";"";""
"";"itb_plan_spending_1020";"";"";"";""
"";"itb_plan_spending_1021";"";"";"";""
"";"itb_plan_spending_1022";"";"";"";""
"";"itb_plan_spending_1023";"";"";"";""
"";"itb_plan_spending_1024";"";"";"";""
"";"itb_plan_spending_1025";"";"";"";""
"";"itb_plan_spending_1026";"";"";"";""
"";"itb_plan_spending_1027";"";"";"";""
"";"itb_plan_spending_1028";"";"";"";""
"";"itb_plan_spending_1029";"";"";"";""
"";"itb_plan_spending_1030";"";"";"";""
"";"itb_plan_spending_1031";"";"";"";""
"";"itb_plan_spending_1032";"";"";"";""
"";"itb_plan_spending_1033";"";"";"";""
"";"itb_plan_spending_1034";"";"";"";""
"";"itb_plan_spending_1035";"";"";"";""
"";"itb_plan_spending_1036";"";"";"";""
"";"itb_plan_spending_1037";"";"";"";""
"";"itb_plan_spending_1038";"";"";"";""
"";"itb_plan_spending_1039";"";"";"";""
"";"itb_plan_spending_1040";"";"";"";""
"";"itb_plan_spending_1041";"";"";"";""
"";"itb_plan_spending_1042";"";"";"";""
"";"itb_plan_spending_1043";"";"";"";""
"";"itb_plan_spending_1044";"";"";"";""
"";"itb_plan_spending_1045";"";"";"";""
"";"itb_plan_spending_1046";"";"";"";""
"";"itb_plan_spending_1047";"";"";"";""
"";"itb_plan_spending_1048";"";"";"";""
"";"itb_plan_spending_1049";"";"";"";""
"";"itb_plan_spending_1050";"";"";"";""
"";"itb_plan_spending_1051";"";"";"";""
"";"itb_plan_spending_1052";"";"";"";""
"";"itb_plan_spending_1053";"";"";"";""
"";"itb_plan_spending_1054";"";"";"";""
"";"itb_plan_spending_1055";"";"";"";""
"";"itb_plan_spending_1056";"";"";"";""
"";"itb_plan_spending_1057";"";"";"";""
"";"itb_plan_spending_1058";"";"";"";""
"";"itb_plan_spending_1059";"";"";"";""
"";"itb_plan_spending_1060";"";"";"";""
"";"itb_plan_spending_1061";"";"";"";""
"";"itb_plan_spending_1062";"";"";"";""
"";"itb_plan_spending_1063";"";"";"";""
"";"itb_plan_spending_1064";"";"";"";""
"";"itb_plan_spending_1065";"";"";"";""
"";"itb_plan_spending_1066";"";"";"";""
"";"itb_plan_spending_1067";"";"";"";""
"";"itb_plan_spending_1068";"";"";"";""
"";"itb_plan_spending_1069";"";"";"";""
"";"itb_plan_spending_1070";"";"";"";""
"";"itb_plan_spending_1071";"";"";"";""
"";"itb_plan_spending_1072";"";"";"";""
"";"itb_plan_spending_1073";"";"";"";""
"";"itb_plan_spending_1074";"";"";"";""
"";"itb_plan_spending_1075";"";"";"";""
"";"itb_plan_spending_1076";"";"";"";""
"";"itb_plan_spending_1077";"";"";"";""
"";"itb_plan_spending_1078";"";"";"";""
"";"itb_plan_spending_1079";"";"";"";""
"";"itb_plan_spending_1080";"";"";"";""
"";"itb_plan_spending_1081";"";"";"";""
"";"itb_plan_spending_1082";"";"";"";""
"";"itb_plan_spending_1083";"";"";"";""
"";"itb_plan_spending_1084";"";"";"";""
"";"itb_plan_spending_1085";"";"";"";""
"";"itb_plan_spending_1086";"";"";"";""
"";"itb_plan_spending_1087";"";"";"";""
"";"itb_plan_spending_1088";"";"";"";""
"";"itb_plan_spending_1089";"";"";"";""
"";"itb_plan_spending_1090";"";"";"";""
"";"itb_plan_spending_1091";"";"";"";""
"";"itb_plan_spending_1092";"";"";"";""
"";"itb_plan_spending_1093";"";"";"";""
"";"itb_plan_spending_1094";"";"";"";""
"";"itb_plan_spending_1095";"";"";"";""
"";"itb_plan_spending_1096";"";"";"";""
"";"itb_plan_spending_1097";"";"";"";""
"";"itb_plan_spending_1098";"";"";"";""
"";"itb_plan_spending_1099";"";"";"";""
"";"itb_plan_spending_1100";"";"";"";""
"";"itb_plan_spending_1101";"";"";"";""
"";"itb_plan_spending_1102";"";"";"";""
"";"itb_plan_spending_1103";"";"";"";""
"";"itb_plan_spending_1104";"";"";"";""
"";"itb_plan_spending_1105";"";"";"";""
"";"itb_plan_spending_1106";"";"";"";""
"";"itb_plan_spending_1107";"";"";"";""
"";"itb_plan_spending_1108";"";"";"";""
"";"itb_plan_spending_1109";"";"";"";""
"";"itb_plan_spending_1110";"";"";"";""
"";"itb_plan_spending_1111";"";"";"";""
"";"itb_plan_spending_1112";"";"";"";""
"";"itb_plan_spending_1113";"";"";"";""
"";"itb_plan_spending_1114";"";"";"";""
"";"itb_plan_spending_1115";"";"";"";""
"";"itb_plan_spending_1116";"";"";"";""
"";"itb_plan_spending_1117";"";"";"";""
"";"itb_plan_spending_1118";"";"";"";""
"";"itb_plan_spending_1119";"";"";"";""
"";"itb_plan_spending_1120";"";"";"";""
"";"itb_plan_spending_1121";"";"";"";""
"";"itb_plan_spending_1122";"";"";"";""
"";"itb_plan_spending_1123";"";"";"";""
"";"itb_plan_spending_1124";"";"";"";""
"";"itb_plan_spending_1125";"";"";"";""
"";"itb_plan_spending_1126";"";"";"";""
"";"itb_plan_spending_1127";"";"";"";""
"";"itb_plan_spending_1128";"";"";"";""
"";"itb_plan_spending_1129";"";"";"";""
"";"itb_plan_spending_1130";"";"";"";""
"";"itb_plan_spending_1131";"";"";"";""
"";"itb_plan_spending_1132";"";"";"";""
"";"itb_plan_spending_1133";"";"";"";""
"";"itb_plan_spending_1134";"";"";"";""
"";"itb_plan_spending_1135";"";"";"";""
"";"itb_plan_spending_1136";"";"";"";""
"";"itb_plan_spending_1137";"";"";"";""
"";"itb_plan_spending_1138";"";"";"";""
"";"itb_plan_spending_1139";"";"";"";""
"";"itb_plan_spending_1140";"";"";"";""
"";"itb_plan_spending_1141";"";"";"";""
"";"itb_plan_spending_1142";"";"";"";""
"";"itb_plan_spending_1143";"";"";"";""
"";"itb_plan_spending_1144";"";"";"";""
"";"itb_plan_spending_1145";"";"";"";""
"";"itb_plan_spending_1146";"";"";"";""
"";"itb_plan_spending_1147";"";"";"";""
"";"itb_plan_spending_1148";"";"";"";""
"";"itb_plan_spending_1149";"";"";"";""
"";"itb_plan_spending_1150";"";"";"";""
"";"itb_plan_spending_1151";"";"";"";""
"";"itb_plan_spending_1152";"";"";"";""
"";"itb_plan_spending_1153";"";"";"";""
"";"itb_plan_spending_1154";"";"";"";""
"";"itb_plan_spending_1155";"";"";"";""
"";"itb_plan_spending_1156";"";"";"";""
"";"itb_plan_spending_1157";"";"";"";""
"";"itb_plan_spending_1158";"";"";"";""
"";"itb_plan_spending_1159";"";"";"";""
"";"itb_plan_spending_1160";"";"";"";""
"";"itb_plan_spending_1161";"";"";"";""
"";"itb_plan_spending_1162";"";"";"";""
"";"itb_plan_spending_1163";"";"";"";""
"";"itb_plan_spending_1164";"";"";"";""
"";"itb_plan_spending_1165";"";"";"";""
"";"itb_plan_spending_1166";"";"";"";""
"";"itb_plan_spending_1167";"";"";"";""
"";"itb_plan_spending_1168";"";"";"";""
"";"itb_plan_spending_1169";"";"";"";""
"";"itb_plan_spending_1170";"";"";"";""
"";"itb_plan_spending_1171";"";"";"";""
"";"itb_plan_spending_1172";"";"";"";""
"";"itb_plan_spending_1173";"";"";"";""
"";"itb_plan_spending_1174";"";"";"";""
"";"itb_plan_spending_1175";"";"";"";""
"";"itb_plan_spending_1176";"";"";"";""
"";"itb_plan_spending_1177";"";"";"";""
"";"itb_plan_spending_1178";"";"";"";""
"";"itb_plan_spending_1179";"";"";"";""
"";"itb_plan_spending_1180";"";"";"";""
"";"itb_plan_spending_1181";"";"";"";""
"";"itb_plan_spending_1182";"";"";"";""
"";"itb_plan_spending_1183";"";"";"";""
"";"itb_plan_spending_1184";"";"";"";""
"";"itb_plan_spending_1185";"";"";"";""
"";"itb_plan_spending_1186";"";"";"";""
"";"itb_plan_spending_1187";"";"";"";""
"";"itb_plan_spending_1188";"";"";"";""
"";"itb_plan_spending_1189";"";"";"";""
"";"itb_plan_spending_1190";"";"";"";""
"";"itb_plan_spending_1191";"";"";"";""
"";"itb_plan_spending_1192";"";"";"";""
"";"itb_plan_spending_1193";"";"";"";""
"";"itb_plan_spending_1194";"";"";"";""
"";"itb_plan_spending_1195";"";"";"";""
"";"itb_plan_spending_1196";"";"";"";""
"";"itb_plan_spending_1197";"";"";"";""
"";"itb_plan_spending_1198";"";"";"";""
"";"itb_plan_spending_1199";"";"";"";""
"";"itb_plan_spending_1200";"";"";"";""
"";"itb_plan_spending_1201";"";"";"";""
"";"itb_plan_spending_1202";"";"";"";""
"";"itb_plan_spending_1203";"";"";"";""
"";"itb_plan_spending_1204";"";"";"";""
"";"itb_plan_spending_1205";"";"";"";""
"";"itb_plan_spending_1206";"";"";"";""
"";"itb_plan_spending_1207";"";"";"";""
"";"itb_plan_spending_1208";"";"";"";""
"";"itb_plan_spending_1209";"";"";"";""
"";"itb_plan_spending_1210";"";"";"";""
"";"itb_plan_spending_1211";"";"";"";""
"";"itb_plan_spending_1212";"";"";"";""
"";"itb_plan_spending_1213";"";"";"";""
"";"itb_plan_spending_1214";"";"";"";""
"";"itb_plan_spending_1215";"";"";"";""
"";"itb_plan_spending_1216";"";"";"";""
"";"itb_plan_spending_1217";"";"";"";""
"";"itb_plan_spending_1218";"";"";"";""
"";"itb_plan_spending_1219";"";"";"";""
"";"itb_plan_spending_1220";"";"";"";""
"";"itb_plan_spending_1221";"";"";"";""
"";"itb_plan_spending_1222";"";"";"";""
"";"itb_plan_spending_1223";"";"";"";""
"";"itb_plan_spending_1224";"";"";"";""
"";"itb_plan_spending_1225";"";"";"";""
"";"itb_plan_spending_1226";"";"";"";""
"";"itb_plan_spending_1227";"";"";"";""
"";"itb_plan_spending_1228";"";"";"";""
"";"itb_plan_spending_1229";"";"";"";""
"";"itb_plan_spending_1230";"";"";"";""
"";"itb_plan_spending_1231";"";"";"";""
"";"itb_plan_spending_1232";"";"";"";""
"";"itb_plan_spending_1233";"";"";"";""
"";"itb_plan_spending_1234";"";"";"";""
"";"itb_plan_spending_1235";"";"";"";""
"";"itb_plan_spending_1236";"";"";"";""
"";"itb_plan_spending_1237";"";"";"";""
"";"itb_plan_spending_1238";"";"";"";""
"";"itb_plan_spending_1239";"";"";"";""
"";"itb_plan_spending_1240";"";"";"";""
"";"itb_plan_spending_1241";"";"";"";""
"";"itb_plan_spending_1242";"";"";"";""
"";"itb_plan_spending_1243";"";"";"";""
"";"itb_plan_spending_1244";"";"";"";""
"";"itb_plan_spending_1245";"";"";"";""
"";"itb_plan_spending_1246";"";"";"";""
"";"itb_plan_spending_1247";"";"";"";""
